id,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Global_Sales
12086,Ennichi no Tatsujin,Wii,2006.0,Misc,Namco Bandai Games,0.0,0.0,0.1,0.0,,,,,,,0.10029431370058728
12089,The First Templar,PC,2011.0,Action,Kalypso Media,0.06,0.01,0.0,0.01,57.0,19.0,5.8,60.0,Haemimont,T,0.08028774048153065
12092,The Sims 3,PS3,2010.0,Simulation,Electronic Arts,0.73,0.89,0.02,0.3,78.0,39.0,6.4,55.0,The Sims Studio,T,1.9401488416088992
12096,The Perfect Golf,PS,1995.0,Sports,Seta Corporation,0.0,0.0,0.03,0.0,,,,,,,0.030298044940984235
12097,Sengoku Musou 3 Z Special,PSP,2012.0,Action,Ackkstudios,0.0,0.0,0.04,0.0,,,,,,,0.04029751190664182
12110,Project X Zone,3DS,2012.0,Role-Playing,Namco Bandai Games,0.18,0.04,0.15,0.02,70.0,53.0,7.3,146.0,"Monolith Soft, Banpresto",T,0.39025874141091876
12113,Daniel X: The Ultimate Power,DS,2010.0,Action,THQ,0.06,0.0,0.0,0.0,,,tbd,,Griptonite Games,E10+,0.060289591502433876
12114,LEGO Dimensions,X360,2015.0,Action,Warner Bros. Interactive Entertainment,0.26,0.23,0.0,0.04,,,6.1,18.0,,,0.5302577281584336
12119,Sega Smash Pack,GBA,2002.0,Misc,Atari,0.23,0.08,0.0,0.01,60.0,14.0,tbd,,CodeFire,E,0.3202625922004344
12120,Ketsui: Kizuna Jigoku Tachi Extra,X360,2010.0,Shooter,5pb,0.0,0.0,0.02,0.0,,,,,,,0.02029857797532666
12126,The Walking Dead: Season One,PSV,2013.0,Adventure,Square Enix,0.1,0.0,0.01,0.03,,,,,,,0.14027537488812222
12128,Bratz 4 Real,DS,2007.0,Adventure,THQ,0.29,0.22,0.0,0.06,,,tbd,,THQ,E,0.570247571022964
12130,echochrome,PSP,2008.0,Puzzle,Sony Computer Entertainment,0.0,0.01,0.08,0.0,79.0,28.0,7.7,13.0,"SCE/WWS, SCE Japan Studio",E,0.09029585604356362
12135,Tamagotchi no Narikiri Channel,DS,2009.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.15,0.0,,,,,,,0.15029164852887517
12136,Wacky World of Sports,Wii,2009.0,Sports,Sega,0.08,0.0,0.0,0.01,45.0,10.0,tbd,,Tabot,E10+,0.09028391336004662
12138,F1 Race Stars,X360,2012.0,Racing,Codemasters,0.07,0.17,0.0,0.02,64.0,33.0,5.7,22.0,Codemasters,E,0.26029135815140336
12140,Mortal Kombat: Armageddon,PS2,2006.0,Fighting,Midway Games,0.88,0.04,0.0,0.14,75.0,43.0,8.5,84.0,Midway,M,1.0601215297319795
12141,Spawn: Armageddon,GC,2003.0,Action,Electronic Arts,0.05,0.01,0.0,0.0,61.0,19.0,7.2,9.0,Point of View,M,0.06029174320032163
12144,Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,PS4,2016.0,Misc,Tecmo Koei,0.01,0.0,0.05,0.0,,,,,,,0.060295303448703125
12146,Jam Sessions 2,DS,2009.0,Misc,Ubisoft,0.06,0.0,0.0,0.0,66.0,7.0,tbd,,Plato,E10+,0.060289591502433876
12154,Naruto Shippuden: Ninja Council 4,DS,2007.0,Action,Nintendo,0.08,0.0,0.13,0.01,49.0,10.0,tbd,,"Aspect, Takara Tomy",E10+,0.22027698391359513
12157,Driven,PS2,2001.0,Racing,BAM! Entertainment,0.08,0.06,0.0,0.02,38.0,10.0,3.4,5.0,Bam Entertainment,T,0.1602844437106008
12159,Wipeout 2,X360,2011.0,Misc,Activision,0.25,0.0,0.0,0.02,,,tbd,,Endemol,E10+,0.27025310386371526
12163,World Series Baseball,XB,2002.0,Sports,Sega,0.17,0.05,0.0,0.01,85.0,20.0,8.8,6.0,Blueshift,E,0.2302712159191376
12171,Overwatch,PC,2016.0,Shooter,Activision,0.25,0.24,0.0,0.04,91.0,62.0,6.8,4052.0,Blizzard Entertainment,T,0.5302598798563214
12182,SD Gundam G Generation: Gather Beat 2,WS,2001.0,Strategy,Namco Bandai Games,0.0,0.0,0.03,0.0,,,,,,,0.030298044940984235
12188,Nisenochigiri,PSP,2010.0,Adventure,Idea Factory,0.0,0.0,0.02,0.0,,,,,,,0.02029857797532666
12200,Wario Land II,GB,1997.0,Platform,Nintendo,0.7,0.35,0.39,0.04,,,,,,,1.480168936472341
12203,Star Wars: The Force Unleashed,PS2,2008.0,Action,LucasArts,0.49,0.0,0.01,0.75,68.0,7.0,7.4,33.0,Krome Studios,T,1.2500424681138478
12209,Tales of the World: Reve Unitia,3DS,2014.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.11,0.0,,,,,,,0.11029378066624486
12211,Heatseeker,PSP,2007.0,Action,Codemasters,0.04,0.0,0.0,0.0,49.0,7.0,tbd,,IR Gurus,T,0.04029294234962642
12215,Up,PS2,2009.0,Action,THQ,0.19,0.05,0.0,0.24,,,tbd,,Asobo Studio,E,0.4802143372824665
12219,Densha De Go!,PS,1997.0,Simulation,Taito,0.0,0.0,1.02,0.07,,,,,,,1.0902289834747214
12227,Super Robot Taisen Z Special Disc,PS2,2009.0,Misc,Namco Bandai Games,0.0,0.0,0.08,0.0,,,,,,,0.08029537976927213
12234,NASCAR Unleashed,Wii,2011.0,Racing,Activision,0.17,0.0,0.0,0.01,,,tbd,,Firebrand Games,E,0.1802688345476802
12236,No More Heroes: Red Zone,PS3,2011.0,Action,Marvelous Interactive,0.0,0.0,0.09,0.0,,,,,,,0.0902948467349297
12243,Silent Hill: Shattered Memories,PS2,2010.0,Action,Konami Digital Entertainment,0.13,0.22,0.01,0.23,77.0,8.0,6.8,82.0,Climax Group,M,0.5902342807478516
12245,25 to Life,XB,2006.0,Shooter,Eidos Interactive,0.12,0.04,0.0,0.01,41.0,20.0,7.2,13.0,"Ritual Entertainment, Avalanche Software",M,0.17027911676282745
12247,Star Wars: The Force Unleashed,PS3,2008.0,Action,LucasArts,1.01,0.85,0.0,0.35,71.0,47.0,6.6,233.0,LucasArts,T,2.210089454243749
12260,ESPN MLB Baseball,XB,2004.0,Sports,Sega,0.1,0.03,0.0,0.0,,,,,,,0.13028431863092324
12263,Tongari Boushi to Mahou no Otana,DS,2010.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.44,0.0,,,,,,,0.4402761905329449
12264,Disney Princess: Enchanting Storybooks,DS,2011.0,Misc,THQ,0.07,0.03,0.0,0.01,,,tbd,,Page 44 Studios,E,0.11028701760651732
12267,Fantavision,PS2,2000.0,Puzzle,Sony Computer Entertainment,0.14,0.11,0.19,0.04,72.0,18.0,6.3,9.0,SCEJ,E,0.4802619902975851
12279,Theme Park,DS,2007.0,Simulation,Electronic Arts,0.0,0.02,0.03,0.0,72.0,15.0,7.6,14.0,EA Japan Studio,E,0.0502989974895672
12284,GRID 2,PC,2013.0,Racing,Codemasters,0.0,0.06,0.0,0.01,80.0,17.0,5.7,571.0,Codemasters,E,0.07030017439456566
12290,Ken Griffey Jr.'s Slugfest,N64,1999.0,Sports,Nintendo,0.23,0.06,0.0,0.0,,,,,,,0.29026396694704615
12291,Mega Man X7,PS2,2003.0,Action,Capcom,0.22,0.17,0.14,0.06,58.0,30.0,5.1,38.0,"Valuewave Co.,Ltd.",E,0.5902494551358866
12297,Biker Mice From Mars,PS2,2006.0,Racing,Game Factory,0.03,0.02,0.0,0.01,27.0,4.0,tbd,,Creat Studios,E10+,0.06029324302661093
12298,Import Tuner Challenge (American sales),X360,2006.0,Racing,Ubisoft,0.07,0.01,0.0,0.01,,,,,,,0.09028606505793438
12299,WWE SmackDown vs Raw 2008,PS3,2007.0,Fighting,THQ,0.62,0.49,0.01,0.2,74.0,27.0,7.3,41.0,Yuke's,T,1.3201720262830885
12303,Namco Tennis Smash Court,PS,1995.0,Sports,Sony Computer Entertainment,0.0,0.0,0.23,0.02,,,,,,,0.2502827296637464
12304,Xena: Warrior Princess,PS,1998.0,Adventure,Electronic Arts,0.33,0.23,0.0,0.04,,,,,,,0.6002460001932597
12318,XCOM 2,PS4,2016.0,Strategy,Take-Two Interactive,0.04,0.08,0.0,0.02,88.0,28.0,8,116.0,Firaxis Games,T,0.14029209795356884
12319,High Rollers Casino,XB,2004.0,Misc,Mud Duck Productions,0.1,0.03,0.0,0.0,,,7.8,4.0,Virtual Toys,E,0.13028431863092324
12324,Mary King's Riding School 2,Wii,2009.0,Simulation,Midas Interactive Entertainment,0.0,0.02,0.0,0.0,,,,,,,0.020300596592594467
12326,Dragon Quest Monsters 2,GB,2001.0,Role-Playing,Enix Corporation,0.0,0.0,1.56,0.0,,,,,,,1.5602164906865936
12330,Overlord II,PS3,2009.0,Action,Codemasters,0.11,0.15,0.0,0.06,72.0,42.0,7.6,24.0,Triumph Studios,T,0.3202743947276564
12336,Lode Runner,DS,2006.0,Puzzle,Hudson Entertainment,0.0,0.0,0.02,0.0,,,,,,,0.02029857797532666
12341,Where the Wild Things Are,DS,2009.0,Platform,Warner Bros. Interactive Entertainment,0.12,0.0,0.0,0.01,,,tbd,,WayForward,E,0.13027721166566153
12344,CSI: Fatal Conspiracy,PS3,2010.0,Adventure,Ubisoft,0.11,0.05,0.0,0.02,39.0,5.0,5.6,13.0,Telltale Games,M,0.1802789411655205
12349,Thief (2014),PS3,2014.0,Action,Square Enix,0.1,0.17,0.02,0.05,,,,,,,0.34027828392634557
12362,Godzilla (2014),PS3,2014.0,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,,,,,,,0.060296445837956965
12394,PopCap Hits! Vol 2,X360,2011.0,Misc,Mastertronic,0.0,0.02,0.0,0.0,,,,,,,0.020300596592594467
12395,Sonic the Hedgehog 2 (8-bit),GG,1992.0,Platform,Sega,0.0,0.0,0.04,0.0,,,,,,,0.04029751190664182
12407,Contra: Shattered Soldier,PS2,2002.0,Shooter,Konami Digital Entertainment,0.28,0.22,0.0,0.07,78.0,33.0,6.6,25.0,KCET,T,0.5702469191513655
12410,Hybrid Heaven,N64,1999.0,Role-Playing,Konami Digital Entertainment,0.16,0.04,0.05,0.0,,,,,,,0.250272077191925
12411,Katekyoo Hitman Reborn Nerae!? Ring x Bongole Returns,PS2,2008.0,Adventure,Marvelous Interactive,0.0,0.0,0.01,0.0,,,,,,,0.010299111009669083
12417,Saint Seiya Omega: Ultimate Cosmo,PSP,2012.0,Fighting,Namco Bandai Games,0.0,0.0,0.01,0.0,,,,,,,0.010299111009669083
12428,Junjou Romanchika: Koi no Doki Doki Daisakusen,PS2,2008.0,Adventure,Marvelous Interactive,0.0,0.0,0.01,0.0,,,,,,,0.010299111009669083
12431,Black Rose Valkyrie,PS4,2016.0,Role-Playing,Idea Factory,0.0,0.0,0.02,0.0,,,,,,,0.02029857797532666
12458,Just Dance 2016,Wii,2015.0,Misc,Ubisoft,0.41,0.46,0.0,0.08,,,tbd,,Ubisoft,E10+,0.9502342419324148
12460,Tom and Jerry in House Trap,PS,2000.0,Action,Ubisoft,0.11,0.07,0.0,0.01,,,,,,,0.1902822210092982
12461,Mario vs. Donkey Kong: Mini-Land Mayhem!,DS,2010.0,Puzzle,Nintendo,1.63,0.51,0.35,0.18,79.0,51.0,7.7,18.0,Nintendo,E,2.669990292471195
12463,Killing Zone,PS,1996.0,Fighting,Acclaim Entertainment,0.03,0.02,0.0,0.0,,,,,,,0.05029557032180565
12469,Mortal Kombat X,XOne,2015.0,Fighting,Warner Bros. Interactive Entertainment,1.03,0.21,0.0,0.14,86.0,21.0,7.3,279.0,"Warner Bros. Interactive Entertainment, NetherRealm Studios",M,1.3801044950409906
12471,Ship Simulator 2008,PC,2007.0,Simulation,Lighthouse Interactive,0.0,0.01,0.0,0.0,62.0,9.0,6.6,8.0,VSTEP,E,0.010300120318302986
12475,Blackwater,X360,2011.0,Shooter,505 Games,0.09,0.02,0.0,0.01,37.0,12.0,4.5,14.0,Zombie Studios,T,0.1202831904850333
12476,Kaleidoeve,PSV,2015.0,Adventure,HuneX,0.0,0.0,0.02,0.0,,,,,,,0.02029857797532666
12484,Just Dance: Disney Party,X360,2012.0,Misc,Ubisoft,0.13,0.02,0.0,0.02,,,tbd,,"Disney Interactive Studios, Land Ho!",E,0.1702741614954535
12493,Dora The Explorer: Dora Saves the Snow Princess,PS2,2008.0,Platform,Take-Two Interactive,0.19,0.15,0.0,0.05,,,tbd,,High Voltage Software,E,0.390263318634081
12498,WWE 2K15,PS3,2014.0,Sports,Take-Two Interactive,0.36,0.29,0.0,0.13,55.0,5.0,3.1,57.0,Yuke's,T,0.7802228859114673
12503,Dance Dance Revolution Extra Mix,PS,2001.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.02,0.0,,,,,,,0.02029857797532666
12512,Disney Sing It: Party Hits,PS3,2010.0,Misc,Disney Interactive Studios,0.1,0.01,0.0,0.01,,,tbd,,Disney Interactive Studios,E,0.12028103878714555
12513,Jim Henson's the Muppets: On With the Show!,GBA,2003.0,Action,TDK Mediactive,0.1,0.04,0.0,0.0,,,,,,,0.14028479490521473
12516,Boku no Natsuyasumi Portable 2: Nazo Nazo Shimai to Chinbotsusen no Himitsu,PSP,2010.0,Adventure,Sony Computer Entertainment,0.0,0.0,0.07,0.0,,,,,,,0.07029591280361455
12519,Indigo Prophecy,PC,2005.0,Adventure,Atari,0.0,0.02,0.0,0.0,85.0,41.0,8.3,375.0,Quantic Dream,M,0.020300596592594467
12523,Honda ATV Fever,Wii,2010.0,Racing,Storm City Games,0.04,0.0,0.0,0.0,,,tbd,,Beyond Reality,E,0.04029294234962642
12529,Monsters vs. Aliens,DS,2009.0,Action,Activision,0.33,0.13,0.0,0.05,47.0,8.0,tbd,,Griptonite Games,E,0.5102389101551502
12530,Hellgate: London,PC,2007.0,Role-Playing,Electronic Arts,0.0,0.02,0.0,0.0,70.0,40.0,6.3,374.0,Flagship Studios,M,0.020300596592594467
12538,Shinobi Koutsutsu,PSP,2014.0,Adventure,Idea Factory,0.0,0.0,0.01,0.0,,,,,,,0.010299111009669083
12547,Open Season,PS2,2006.0,Platform,Ubisoft,0.01,0.01,0.0,0.0,57.0,6.0,tbd,,Ubisoft,E10+,0.020298444894706717
12555,Next Generation of Chaos,PS2,2002.0,Role-Playing,Idea Factory,0.0,0.0,0.05,0.0,,,,,,,0.05029697887229939
12559,Dead Rising,XOne,2016.0,Action,Capcom,0.01,0.0,0.0,0.0,,,8.8,12.0,Capcom,M,0.010297968620415234
12567,Judge Dredd: Dredd Vs Death,XB,2003.0,Shooter,Vivendi Games,0.01,0.0,0.0,0.0,57.0,17.0,6.7,7.0,Rebellion,M,0.010297968620415234
12569,Tiger Woods PGA Tour 12: The Masters,Wii,2011.0,Sports,Electronic Arts,0.2,0.11,0.0,0.03,85.0,14.0,6.7,7.0,Electronic Arts,E,0.34026439270370823
12579,Whirl Tour,GC,2002.0,Sports,Vivendi Games,0.04,0.01,0.0,0.0,61.0,10.0,9,4.0,Papaya Studios,E,0.0502934186239179
12580,Scooby-Doo! Night of 100 Frights,GC,2002.0,Platform,THQ,0.23,0.06,0.0,0.01,,,,,,,0.30026163965185143
12581,Mighty No. 9,PS4,2016.0,Platform,Deep Silver,0.04,0.0,0.0,0.01,52.0,64.0,3.5,282.0,Inti Creates,E10+,0.050290615054431706
12585,Marvel Super Hero Squad: The Infinity Gauntlet,DS,2010.0,Action,THQ,0.17,0.03,0.0,0.02,,,tbd,,THQ,E10+,0.2202679360753599
12593,Vanishing Point,PS,2001.0,Racing,Acclaim Entertainment,0.06,0.04,0.0,0.01,68.0,11.0,tbd,,Clockwork Games,E,0.11028916930440508
12598,TRON: Evolution,PS3,2010.0,Action,Disney Interactive Studios,0.27,0.09,0.0,0.05,58.0,47.0,6.2,28.0,Propaganda Games,T,0.4102470575995619
12603,SpongeBob SquarePants featuring Nicktoons: Globs of Doom,DS,2008.0,Action,THQ,0.52,0.0,0.0,0.04,,,6,5.0,Natsume,E,0.5602032128362265
12619,Mirror's Edge,PS3,2008.0,Platform,Electronic Arts,0.31,0.58,0.02,0.22,79.0,66.0,7.8,362.0,EA DICE,T,1.1302230632584642
12631,"Ed, Edd n Eddy: The Mis-Edventures",GBA,2005.0,Platform,Midway Games,0.08,0.03,0.0,0.0,,,tbd,,Artificial Mind and Movement,E,0.11028766947811579
12635,GT64 Championship Edition,N64,1998.0,Racing,Ocean,0.08,0.02,0.0,0.0,,,,,,,0.1002871932038243
12642,Water Sports,Wii,2009.0,Action,Avanquest,0.05,0.04,0.0,0.01,,,tbd,,Activision,E,0.10029084472800136
12651,Jikkyou Powerful Pro Yakyuu Portable,PSP,2006.0,Sports,Konami Digital Entertainment,0.0,0.0,0.15,0.0,,,,,,,0.15029164852887517
12652,300: March to Glory,PSP,2007.0,Action,Warner Bros. Interactive Entertainment,0.27,0.08,0.0,0.07,55.0,31.0,7.1,14.0,Collision Studios,M,0.42024192673488103
12656,Jonny Moseley Mad Trix,PS2,2001.0,Sports,3DO,0.07,0.05,0.0,0.02,44.0,14.0,5.7,6.0,3DO,T,0.14028564285990558
12668,Guilty Gear X: Advance Edition,GBA,2002.0,Fighting,Sammy Corporation,0.04,0.02,0.0,0.0,67.0,14.0,5.9,10.0,Arc System Works,T,0.06029389489820938
12683,Soul Reaver 2,PS2,2001.0,Action,Eidos Interactive,0.27,0.21,0.0,0.07,80.0,22.0,8.5,35.0,Crystal Dynamics,M,0.5502481183006702
12686,Prison Break: The Conspiracy,X360,2010.0,Action,Deep Silver,0.07,0.11,0.0,0.02,40.0,37.0,4.7,19.0,ZootFly,T,0.20028850050565447
12696,Dragon's Crown,PS3,2013.0,Role-Playing,Nippon Ichi Software,0.25,0.07,0.17,0.05,82.0,62.0,8.3,288.0,Vanillaware,T,0.5402403943143503
12702,Sydney 2000,PS,2000.0,Sports,Eidos Interactive,0.15,0.1,0.0,0.02,57.0,10.0,tbd,,Attention To Detail,E,0.2702746208425928
12703,Monopoly Party,XB,2002.0,Misc,Infogrames,0.14,0.04,0.0,0.01,,,,,,,0.19027576591563491
12707,SingStar Chartbreaker,PS3,2009.0,Misc,Sony Computer Entertainment,0.0,0.02,0.0,0.01,,,,,,,0.030298269297399746
12709,Mega Man X6,PS,2001.0,Action,Capcom,0.14,0.1,0.16,0.03,65.0,14.0,6.8,44.0,Capcom,E,0.4302654404215156
12711,The Crew,PC,2014.0,Racing,Ubisoft,0.0,0.15,0.0,0.01,71.0,12.0,6.4,463.0,"Ubisoft Reflections, Ivory Tower",T,0.160304460863189
12712,Sonic Advance 3,GBA,2004.0,Platform,THQ,0.74,0.52,0.08,0.06,79.0,30.0,8.4,34.0,Dimps Corporation,E,1.4001822009151368
12713,Casual Mania!,DS,2010.0,Puzzle,Foreign Media Games,0.04,0.0,0.0,0.0,,,tbd,,Foreign Media,E,0.04029294234962642
12716,Cabela's Outdoor Adventures (2009),X360,2009.0,Sports,Activision Value,0.23,0.0,0.0,0.02,,,7.8,4.0,FUN Labs,T,0.25025645471090785
12721,Go Diego Go! Safari Rescue,Wii,2008.0,Action,Take-Two Interactive,0.47,0.0,0.0,0.04,,,,,,,0.5102115899542078
12722,Pro Race Driver,PS2,2002.0,Racing,Codemasters,0.13,0.1,0.0,0.03,81.0,22.0,8.5,20.0,Codemasters,T,0.2602756443945906
12728,White Knight Chronicles: Origins,PSP,2011.0,Role-Playing,Sony Computer Entertainment,0.0,0.04,0.09,0.02,,,,,,,0.15029209724170617
12729,Leisure Suit Larry: Box Office Bust,X360,2009.0,Adventure,Codemasters,0.14,0.01,0.0,0.01,25.0,27.0,2.5,41.0,Team 17,M,0.16027433709276048
12730,Fate/Unlimited Codes,PS2,2008.0,Fighting,Capcom,0.0,0.0,0.14,0.0,,,,,,,0.1402921815632176
12731,Darksiders,PC,2010.0,Action,THQ,0.07,0.06,0.0,0.02,83.0,18.0,7.8,603.0,Vigil Games,M,0.15028611913419704
12734,Rewrite,PSV,2014.0,Adventure,Prototype,0.0,0.0,0.01,0.0,,,,,,,0.010299111009669083
12741,Shinseiki Evangelion 2: Tsukurareshi Sekai - Another Cases,PSP,2006.0,Adventure,Namco Bandai Games,0.0,0.0,0.05,0.0,,,,,,,0.05029697887229939
12743,X-Men Legends II: Rise of Apocalypse,GC,2005.0,Role-Playing,Activision,0.19,0.05,0.0,0.01,82.0,34.0,6.2,26.0,Raven Software,T,0.25026786507194504
12744,Star Wars: Knights of the Old Republic,XB,2003.0,Role-Playing,Activision,1.68,0.44,0.0,0.08,94.0,72.0,9.2,317.0,BioWare,T,2.2000205105871053
12747,Tokobot,PSP,2005.0,Platform,Take-Two Interactive,0.06,0.0,0.0,0.0,72.0,30.0,7.3,8.0,Tecmo,E,0.060289591502433876
12750,Triggerheart Excelica Enhanced,PS2,2009.0,Shooter,Alchemist,0.0,0.0,0.02,0.0,,,,,,,0.02029857797532666
12751,Refrain no Chika Meikyuu to Majo no Ryodan,PSV,2016.0,Action,Nippon Ichi Software,0.0,0.0,0.04,0.0,,,,,,,0.04029751190664182
12754,Racquet Sports,PS3,2010.0,Sports,Ubisoft,0.11,0.17,0.0,0.06,45.0,17.0,4.3,8.0,Asobo Studio,E,0.34027534727623937
12757,Clannad,PS3,2011.0,Adventure,Prototype,0.0,0.0,0.03,0.0,,,,,,,0.030298044940984235
12762,ZhuZhu Pets 2: Featuring The Wild Bunch,DS,2010.0,Simulation,Activision,0.4,0.1,0.0,0.04,,,tbd,,Activision,E,0.5402280806622966
12764,Def Jam Rapstar,X360,2010.0,Misc,Konami Digital Entertainment,0.25,0.02,0.0,0.02,74.0,36.0,5.4,9.0,"Terminal Reality, 4mm Games",T,0.29025405641229823
12765,12-Sai. Honto no Kimochi,3DS,2014.0,Adventure,Happinet,0.0,0.0,0.07,0.0,,,,,,,0.07029591280361455
12770,Jeopardy!,PS,1997.0,Misc,Hasbro Interactive,0.39,0.27,0.0,0.05,,,,,,,0.7102355254536534
12771,Valkyrie Drive: Bhikkhuni,PSV,2015.0,Action,PQube,0.0,0.03,0.07,0.01,72.0,7.0,8.5,11.0,Marvelous Inc.,M,0.11029501433129427
12772,The King of Fighters 2000/2001,PS2,2003.0,Fighting,Ignition Entertainment,0.05,0.04,0.0,0.01,71.0,31.0,8.6,17.0,SNK Playmore,T,0.10029084472800136
12778,Skylanders Imaginators,WiiU,2016.0,Platform,Activision,0.09,0.08,0.0,0.02,76.0,4.0,tbd,,Toys for Bob,E10+,0.19028372083558748
12781,Puyo Puyo! 15th Anniversary,DS,2006.0,Puzzle,Sega,0.0,0.0,0.28,0.0,,,,,,,0.2802847190824237
12783,Mr. Driller,PS,1999.0,Puzzle,Namco Bandai Games,0.02,0.01,0.0,0.0,,,,,,,0.030296769471110443
12786,Alex Rider: Stormbreaker,DS,,Action,THQ,0.06,0.0,0.0,0.0,48.0,11.0,6.1,10.0,Altron,T,0.060289591502433876
12798,Star Wars The Clone Wars: Republic Heroes,X360,2009.0,Action,LucasArts,0.18,0.17,0.0,0.04,43.0,37.0,6.3,19.0,Krome Studios,T,0.3902682739014549
12812,"Monsters, Inc.",GBA,2001.0,Adventure,THQ,0.59,0.95,0.03,0.1,,,tbd,,Artificial Mind and Movement,E,1.6702211680545476
12814,Naruto Shippuden: Ultimate Ninja Storm Revolution,PS3,2014.0,Fighting,Namco Bandai Games,0.15,0.14,0.09,0.06,73.0,26.0,7.5,100.0,CyberConnect2,T,0.440262419449898
12822,The King of Fighters '94,NG,1994.0,Fighting,SNK,0.0,0.0,0.12,0.0,,,,,,,0.12029324763190243
12823,Saints Row IV,X360,2013.0,Action,Deep Silver,1.01,0.5,0.01,0.13,81.0,42.0,6.5,325.0,Volition Inc.,M,1.6501234521034884
12827,Tokumei Sentai Go-Busters,DS,2012.0,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,,,,,,,0.04029751190664182
12828,Dragon Quest Heroes: The World's Tree Woe and the Blight Below,PS4,2015.0,Action,Square Enix,0.17,0.13,0.37,0.06,,,,,,,0.7302436673668262
12832,Tokimeki Memorial 2,PS,1999.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.36,0.03,,,,,,,0.39027347292210013
12833,Super Monkey Ball Adventure,PSP,2006.0,Platform,Sega,0.05,0.02,0.0,0.01,56.0,23.0,5.9,7.0,TT Games,E,0.0802898921794184
12840,The Dark Hills of Cherai,PC,2009.0,Puzzle,Unknown,0.0,0.01,0.0,0.0,,,tbd,,ChaYoWo Games,,0.010300120318302986
12842,Devil May Cry HD Collection,X360,2012.0,Action,Capcom,0.28,0.11,0.01,0.03,77.0,32.0,8.4,93.0,"Capcom, Pipeworks Software, Inc.",M,0.43025045628059566
12846,The Walking Dead: Season One,PS4,2014.0,Adventure,Telltale Games,0.12,0.25,0.02,0.07,,,,,,,0.4602740886830954
12850,Reel Fishing,PS,1996.0,Sports,Natsume,0.99,0.13,0.1,0.04,,,,,,,1.2601253291495669
12851,Shadow Man,PS,1998.0,Action,Acclaim Entertainment,0.14,0.09,0.0,0.02,,,,,,,0.25027581999189763
12855,MySims Party,Wii,2009.0,Simulation,Electronic Arts,0.17,0.02,0.0,0.02,56.0,16.0,tbd,,EA Games,E,0.21026745980106842
12868,Justice League Heroes: The Flash,GBA,2006.0,Action,Eidos Interactive,0.02,0.01,0.0,0.0,72.0,8.0,7.4,7.0,WayForward,E10+,0.030296769471110443
12879,Pirates of the Caribbean: The Curse of the Black Pearl,GBA,2003.0,Platform,TDK Mediactive,0.93,0.34,0.0,0.02,49.0,10.0,6.2,5.0,Pocket Studios,E,1.2901553683850793
12883,Blazing Angels: Squadrons of WWII,Wii,2007.0,Simulation,Ubisoft,0.74,0.04,0.0,0.06,57.0,11.0,6.7,28.0,Ubisoft,T,0.840163604023885
12885,Dragon Quest Heroes II: Twin Kings and the Prophecy's End,PSV,2016.0,Action,Square Enix,0.0,0.0,0.23,0.0,,,,,,,0.2302873842541358
12889,Zac to Ombra: Maboroshi no Yuuenchi,DS,2010.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.04,0.0,,,,,,,0.04029751190664182
12892,Alien's Return,2600,1982.0,Action,ITT Family Games,0.32,0.02,0.0,0.0,,,,,,,0.34024698303751383
12895,Tony Hawk's Pro Skater 2x,XB,2001.0,Sports,Activision,0.41,0.19,0.0,0.03,78.0,24.0,8.8,5.0,Treyarch,T,0.6302330190025184
12898,Guild Wars: Nightfall,PC,2006.0,Role-Playing,NCSoft,0.0,0.02,0.0,0.0,84.0,30.0,8.7,104.0,ArenaNet,T,0.020300596592594467
12899,Ben 10: Protector of Earth,Wii,2007.0,Action,D3Publisher,0.54,0.55,0.0,0.13,63.0,6.0,7.7,9.0,High Voltage Software,E10+,1.220205111418313
12901,Kaijuu Busters,DS,2009.0,Action,Namco Bandai Games,0.0,0.0,0.12,0.0,,,,,,,0.12029324763190243
12913,Guardian Heroes,SAT,1995.0,Role-Playing,Sega,0.0,0.0,0.29,0.0,,,,,,,0.2902841860480812
12915,Mario & Luigi: Dream Team,3DS,2013.0,Role-Playing,Nintendo,0.89,0.58,0.46,0.14,,,,,,,2.070121053540372
12937,Kirby Air Ride,GC,2003.0,Racing,Nintendo,1.01,0.11,0.45,0.04,61.0,28.0,7.9,69.0,HAL Labs,E,1.6101023695518066
12940,NCAA Football 13,PS3,2012.0,Action,Electronic Arts,0.82,0.0,0.0,0.07,79.0,9.0,4.1,34.0,EA Tiburon,E,0.8901459682427542
12941,Powerdrome,XB,2004.0,Racing,Evolved Games,0.01,0.0,0.0,0.0,69.0,12.0,7,9.0,Argonaut Games,T,0.010297968620415234
12952,Cars Mater-National Championship,Wii,2007.0,Racing,THQ,0.46,0.0,0.0,0.04,,,6.7,6.0,Incinerator Games,E,0.5002132653778042
